id,Company name,contact_firstname,contact_lastname,email,phone_number,direct,business_activity,deleted,user_id,created_at,updated_at,Script,response,call_answering,voicemail,,
263,Paraklis Insurance Solutions Limited,NULL,NULL,paraklis@post.com,0203 693 3819,0204 599 9764,NULL,0,0,NULL,NULL,"Greets :     Good Morning/ Afternoon Paraklis Insurance Solutions  How may I help you? Action:     All lines are busy at the moment can I take your name, Tel. numberand they will call back once they are free?   Activity:     We are reinsurance intermediary providing services to our clients by means of assistance in conclusion of reinsurance contracts. Our clients are insurance and reinsurance companies. The price of the service is our brokerage which can vary from 2.50% to 10% of the amount of reinsurance premium under the reinsurance contractName(s):       Irina  Gromova      Email:            paraklis@post.com",NULL,1,1,CO,
264,Andaman Energy (ANDAMAN LTD),NULL,NULL,michel.mathelot@gmail.com,0203 693 3820,0204 599 9765,NULL,0,0,NULL,NULL,"Green Energy: solar panels, wood pellets, biomass ",NULL,1,1,YCF,
265,PodPress,NULL,NULL,jonahuk@outlook.com,0203 693 3821,0204 599 9766,NULL,0,0,NULL,NULL,"PodPress answer as   .....Greets:  Welcome to PodPress {insert - name} speaking, how can I help?Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Activity:   WordPress hosting for small businessesName:     Jonah Marsden   Email:     hello@podpress.io",NULL,1,1,CO,
266, intraHouse,NULL,NULL,company@intrahouse.com,0203 693 3822,0204 599 9767,NULL,0,0,NULL,NULL,"We develop data centers and software platforms.  20 years in Norway, recently started in the UK.",NULL,1,1,YCF,
267,Rockstone Staffing,NULL,NULL,info@rockstonestaffing.com,0203 693 3823,0204 599 9768,NULL,0,0,NULL,NULL,"Response: Rockstone Staffing is a recruitment agency that specialises in recruiting contract, temporary and permanent staff for employers of all sizes, across a variety of industries. We work with jobseekers who are searching for their next role and clients who are looking to advertise a role or have already advertised a role that they want us to recruit for. 

The areas that we recruit for are:

•	Accountancy and Finance
•	Education and Childcare
•	Human Resources 
•	Financial Services and Banking
•	Healthcare
•	Technology
•	BD, Marketing and Advertising
•	Geoscience
•	Manufacturing and Engineering
•	Legal
•	Sales & Retail
•	Office Services
•	Call Centre Services
•	Travel & Hospitality
",NULL,1,1,YCF,
268,WorkSavi,NULL,NULL,matt.cayton@worksavi.com,0203 693 3824,0204 599 9769,NULL,0,0,NULL,NULL,Greets:  Good Morning / Afternoon:     WORKSAVI      How may I help.Action:      Tell clients   Matt Cayton   isn,NULL,1,1,CO,
269,HEARTSTONE GROUP ,NULL,NULL,bnnmguma1@gmail.com,0203 693 3825,0204 599 9770,NULL,0,0,NULL,NULL,"Greets:  Good Morning/ afternoon  HEARTSTONE GROUP   How may I help you?            
          TRANSFER ALL CALLS TO   07925184675
Action:   PLEASE ASK THE CALLERS NAME &  SAY PLEASE HOLD WHILE I TRANSFER YOUR CALL.   AND ANNOUNCE THE CALLERS NAME TO “ BENNUM “  

If no answer go back to the caller and say he is unable to take your call at the moment if I can take some details.  Your Name. Tel Number & reason for calling we will get him to call back as soon as possible.  


Activity:    Healthcare and social care services.    We offer Diagnostic imaging services and we envisage to charge around £60 per hour


Name:     Bennum  Guma   

Email:        bnnmguma1@gmail.com",NULL,1,1,CO,
270,NC Healthcare Consulting,NULL,NULL,nabila@nchealthcareconsulting.co.uk,0203 693 3826,0204 599 9771,NULL,0,0,NULL,NULL,"Greets:      Good Morning/ afternoon     NC Healthcare Consulting     How may I help you? 

Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  

Activity:     I am a healthcare consultant.  my clients are usually healthcare providers looking to improve the safety of the care provided.
   
Name:    Nabila Chaudhri        

Email:   nabila@nchealthcareconsulting.co.uk",NULL,1,1,CO,
271,JKW LAW,NULL,NULL,john@jkwlaw.com,0203 693 3827,0204 599 9772,NULL,0,0,NULL,NULL,"Greets:        Good Morning /Afternoon:  JKW LAW    How may I help                                              Action:   Mr Walmsley is in a meeting at present I can take a message and get him to call you back once he is free. Please take their Name, Tel Number.  Business Activity:       Solicitor    Name.    John Walmsley  E-mail:    john@jkwlaw.com",NULL,1,1,CO,
272,OAKE Legal UK Limited,NULL,NULL,linda.arifayan@gmail.com,0203 693 3828,0204 599 9773,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:  OAKE Legal UK    How may I help                                              Action:    I'm afraid all lines are busy at the moment. Can I take a message, and someone will call you back shortly. Please take their Name, Tel Number.  Business Activity:    The business provides Legal and business advisory services. It will work with clients in the Fintech, media, technology and telecommunications industry.  It will also provide support to companies that either recently expanded to the UK from  Africa or that intend to, as well as large and mid-sized British companies that have or seek an African presence.Names:     Linda  Arifayan        Email:    linda.arifayan@gmail.com",NULL,1,1,CO,
273,SSC Roofing & Cladding Ltd,NULL,NULL,robbie@ssc-build.com,0203 693 3829,0204 599 9774,NULL,0,0,NULL,NULL,Greets :     Good Morning/ afternoon  SSC ROOOFING & CLADDING  How may I help you? Action:      All lines are busy at present,NULL,1,1,CO,
274,NEW DAWN ACTORS MANAGEMENT,NULL,NULL,info@newdawnactors.co.uk,0203 693 3830,0204 599 9775,NULL,0,0,NULL,NULL,Greets :   Good Morning/ afternoon  NEW DAWN ACTORS MANAGEMENT  How may I help you? Action:      All lines are busy at present can I take a message and get Maria to call back once they are free?  Please take their Name. Tel Number.  Activity:        Theatrical Talent Agency for Actors  The website is   (currently under construction) www.newdawnactors.co.ukName(s):       Maria Topcheva (point of contact) Email:            info@newdawnactors.co.uk,NULL,1,1,CO,
275,TIPTRANS STE 87119 LTD,NULL,NULL,info@wevino.store,0203 693 3831,0204 599 9776,NULL,0,0,NULL,NULL,we are online wine and spirit merchant store,NULL,1,1,YCF,
276,SHEC SOLUTIONS LIMITED,NULL,NULL,nigel@shec-solutions.co.uk,0203 693 3832,0204 599 9777,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:  SHEC Solutions Limited   How may I help                                              Action:    All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:      We provide NVQs in construction management and supervision to the construction industry sectorNames:      Nigel Lewis          Email:    calls@shec-solutions.co.uk",NULL,1,1,CO,
277,Pageover Ltd T/A Deux Ballons (pronounced as in French),NULL,NULL,pelina@pageover.co.uk,0203 693 3833,0204 599 9778,NULL,0,0,NULL,NULL,Greets :       Good Morning/ afternoon    Deux Ballons (pronounced as in French)                       How may I help you? Action:       The customer service department is currently busy. Can I take your details and I,NULL,1,1,CO,
278,Oldfield Consultancy,NULL,NULL,marieoldfield@gmail.com,0203 693 3834,0204 599 9779,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:    OLDFIELD CONSULTANCY    How may I help.


Action:        All lines are busy at the moment. Can I take a message?
Take their Name, Phone Number.  And say they will call back once they are free 


Activity:      statistics, mathematical modelling and training


Name:        Marie Oldfield 
  
      
Email:        marieoldfield@gmail.com",NULL,1,1,CO,
279,EMERGENCY SAFETY SOLUTIONS LTD,NULL,NULL,cj@ess-uae.me,0203 693 3835,0204 599 9780,NULL,0,0,NULL,NULL,"ESS Provides firefighting and emergency response solutions to the fire services around the world, for Industrial, Oil and Gas as well as Municipal. We have a comprehensive website www.ess-uae.me",NULL,1,1,YCF,
280,DISC Benelux,NULL,NULL,j.trommelen@discbenelux.nl,0203 693 3836,0204 599 9781,NULL,0,0,NULL,NULL,ANSWER AS  BELOW Greets :     Good Morning/ afternoon   DISC FOCUS   How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  *** THEY HAVE NOTHING TO DO WITH CODING CLUB ***Activity:          We deliver DISC and motivators assessments. We also do certification training where we teach people how to work with our assessments. The price of the assessment is between Â£ 35-55 per assessment and the price of the certification course is Â£ 695.00.Name(s):       John   Trommelen  Email:             j.trommelen@discbenelux.nl,NULL,1,1,CO,
281,SOLTEC GLOBAL TECHNICAL SERVICES LTD,NULL,NULL,stuart@soltec-gts.com or info@soltec-gts.com ,0203 693 3837,0204 599 9782,NULL,0,0,NULL,NULL,"Underwater Mini ROV (Remote Operated Vehicle) video inspections for pipelines, reservoirs, ships, Dry docks, Sea Water Intake & Discharge pipelines and channels for desalination plants and petrochemical production facilities.
Bolt tensioning and torque services
Under Pressure Pipeline Drilling operations 
Water Meter manufacture and installation
Pipeline Leak Detection
Pipeline Cleaning
Pipeline Internal & External coating
 Products we provide:
Pipeline Fittings
Valves
Water Meters
",NULL,1,1,YCF,
282,Niger Delta Peace Initiative & Developement,NULL,NULL,annahbuseri@gmail.com,0203 693 3838,0204 599 9783,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:  Niger Delta Peace Initiative And DevelopmentHow may I help.Action:        All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:     Niger Delta Peace Initiative & Development  is a non-profitable organisation which comprises of Nigerian",NULL,1,1,CO,
283,M2G FACILITIES MANAGEMENT LTD,NULL,NULL,Accounts@contactm2g.com ,0203 693 3839,0204 599 9784,NULL,0,0,NULL,NULL,We provide Kitchen Porters and cleaning staff to restaurants and casinos within Central London.   ,NULL,1,1,YCF,
284,MCM Productions limited,NULL,NULL,nicky.milligan@mcmcreativegroup.com,0203 693 3840,0204 599 9785,NULL,0,0,NULL,NULL,"MCM Productions   ( please answer as below  MCM CREATIVE GROUP )Greets:  Good Morning/Afternoon MCM Creative Group   How can I help you Action:    I'm afraid all lines are busy at the moment. Can I take a message? and someone will call you back as soon as they are available?Take their Name. Tel Number  Business Activity:      MCM Creative Group is a creative communications agency providing content, creative & digital technology for live/virtual events, marketing campaigns and video production. For over 20 years we have partnered with clients across all industries including financial services, technology, professional services, retail, fashion, insurance & engineering to deliver innovative and forward=thinking creative solutions that connect businesses with people.As specialists in the end to end delivery of virtual/live events and campaigns, we work openly with our clients to provide the support that they need to meet budgets, exceed expectations and maximise audience engagement.Based in London, we are a wholly independent award winning company with an experienced team of industry experienced individuals.Name:  Nicky Milligan                       Email Address:   nicky.milligan@mcmcreativegroup.com",NULL,1,1,CO,
285,"Name:VALENTINA-MARIA LIMITED
",NULL,NULL,valentinamaria@btinternet.com,0203 693 3908,0204 599 9786,NULL,0,0,NULL,NULL,Adult Entertainment,NULL,1,1,YCF,
286,SALON PRIVE RETAIL LTD,NULL,NULL,chris@salonprivemag.com,0203 693 3909,0204 599 9787,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:  SALON PRIVE GROUP   How may I help                                                  I'm afraid all lines are busy at the moment.  **  PLEASE NOTE WE MUST GIVE OUT THIS TEL No.  0808 100 2205  & TELL CALLERS  IF THEY ARE CALLING WITH QUESTIONS REGARDING THE   "" Salon PrivÃ© Car show ""  (or the Salon PrivÃ© Concours d'Elegance)      IT'S BEST THEY CALL ON THE OTHER  TEL. NUMBER   0808 100 2205 For any other enquiries  take a message and asked what the call is regarding and say someone will call you back when available  Please take their Name, Tel Number.  & Email the message Business Activity:    We are a consultancy firm that assists various businesses with their marketing management. Each project is quoted individually Names:     Chris Van Der Merwe         Email:        chris@salonprivemag.com",NULL,1,1,CO,
287,Taste International Ltd,NULL,NULL,kkl8888@aol.com,0203 693 3910,0204 599 9788,NULL,0,0,NULL,NULL,Greets:  Good Morning/ afternoon   Taste International    How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.                                  ** TELL CALLERS they don't supply high-vis vests.Activity:    HK based manufacturer of high quality Industrial Safety Gloves for the professional market  Name:     Kwan Lo   Email:     kkl8888@aol.com,NULL,1,1,CO,
288,freesiip trunk,,,0,0203 693 3911,,,,,,,0,,1,1,YCF,
289,KG ACCOUNTS & TAX LTD,NULL,NULL,info@kg.business,0203 693 3912,0204 599 9789,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    KG ACCOUNTS & TAX LTD  How may I help                                              

Action:    Try to forward call to 07848107162. If busy/no answer: All lines are busy at the moment. Can I take a message?

Take their Name, Phone Number, and email address.  And say they will call back once they are free 


Business Activity:      We offer all types of accounting services from simple tax returns to outsourcing of whole accounting functions of a business. There is no appropriate average costs, but fees can range from ",NULL,1,1,CO,
